"trans_date_trans_time","category","amt","job","city","state","city_pop","dob","is_fraud"
"2020-05-05 21:02:44","personal_care",85.33,"IT trainer","Barneveld","NY",1684,"1994-03-01",0
"2019-12-07 15:51:37","shopping_net",2.22,"Surveyor, minerals","Thompson","UT",46,"1987-04-23",0
"2019-01-14 09:54:00","gas_transport",93.88,"Production manager","Spirit Lake","ID",4161,"1957-06-12",0
"2020-04-14 06:55:17","grocery_pos",90.61,"Oceanographer","Oaks","PA",737,"1987-04-24",0
"2019-12-02 09:59:21","grocery_net",130.58,"Physiotherapist","Honokaa","HI",4878,"1966-12-03",0
"2019-06-08 00:55:04","shopping_net",83.89,"Research scientist (physical sciences)","Lonetree","WY",49,"1981-07-05",0
"2019-04-10 21:17:32","food_dining",18.15,"Transport planner","Oakford","IL",530,"1967-09-23",0
"2019-12-01 13:58:41","travel",8.39,"Osteopath","Issaquah","WA",50489,"1984-02-29",0
"2020-02-16 13:11:31","food_dining",149.76,"Arboriculturist","Holcomb","KS",2691,"1993-08-16",0
"2020-03-10 14:33:24","health_fitness",74.55,"Chemical engineer","West Columbia","SC",52126,"1929-08-23",0
"2019-04-28 22:02:02","misc_pos",4.09,"Film/video editor","Shields","ND",77,"1989-12-17",0
"2019-06-21 06:22:36","misc_net",8.26,"Pensions consultant","Varnell","GA",74,"1944-05-14",0
"2019-12-02 03:52:57","gas_transport",69.36,"Research scientist (physical sciences)","Bradley","SC",1523,"1984-06-03",0
"2019-04-20 02:36:34","grocery_pos",85.16,"Risk analyst","Bagley","WI",878,"1974-11-20",0
"2019-10-09 22:16:23","home",60.41,"Visual merchandiser","Reynolds","ND",733,"1994-11-12",0
"2020-06-12 08:21:27","gas_transport",56.12,"Education officer, museum","Freedom","WY",471,"1967-08-02",0
"2019-05-07 21:17:47","food_dining",65.62,"Chief Technology Officer","Holliday","TX",2317,"1964-08-23",0
"2019-07-28 12:10:48","shopping_net",40.05,"Clothing/textile technologist","Tekoa","WA",895,"1999-05-31",0
"2019-05-24 01:58:14","misc_pos",4.18,"Musician","Burbank","WA",3684,"1981-11-29",0
"2019-10-22 19:38:42","kids_pets",142.62,"Engineer, land","Alton","IA",1700,"2001-12-19",0
"2019-07-10 06:27:26","gas_transport",44.98,"Immunologist","Wetmore","MI",765,"1972-06-12",0
"2020-03-02 15:52:49","health_fitness",8.44,"Editor, magazine features","Irvine","KY",13061,"1959-06-18",0
"2019-11-25 17:53:03","home",30.26,"Cabin crew","Stillwater","OK",55345,"1948-05-01",0
"2019-08-19 23:47:37","food_dining",4.13,"Emergency planning/management officer","Lakeview","MI",4474,"1976-01-15",0
"2019-11-23 05:30:24","grocery_pos",248.82,"Surveyor, rural practice","Saint Amant","LA",10076,"1977-12-16",0
"2019-07-10 01:21:17","grocery_pos",86.68,"Surveyor, land/geomatics","Red River","NM",606,"1988-09-06",0
"2019-02-23 23:34:43","food_dining",82.62,"Scientist, marine","Brandon","VT",5895,"1975-07-13",0
"2019-02-08 14:45:30","food_dining",29.89,"Learning disability nurse","Goodrich","MI",6951,"1985-06-18",0
"2019-06-09 12:05:55","personal_care",11.41,"Teacher, special educational needs","Hahira","GA",10295,"1997-12-26",0
"2020-04-21 12:04:48","shopping_pos",83.86,"Airline pilot","Napa","CA",94014,"1985-08-21",0
"2019-11-28 22:13:48","entertainment",149.18,"Heritage manager","Port Ewen","NY",2471,"1966-01-21",0
"2020-05-19 19:30:28","health_fitness",27.31,"Education officer, museum","Spring","TX",316665,"1990-09-12",0
"2020-05-14 13:25:43","home",73.3,"Volunteer coordinator","Manderson","SD",1126,"1980-08-18",0
"2019-12-25 18:18:43","home",64.7,"Product/process development scientist","Lagrange","WY",635,"1973-07-13",0
"2019-06-15 17:52:33","home",49.05,"Historic buildings inspector/conservation officer","Espanola","NM",18408,"1972-07-18",0
"2019-12-21 16:48:08","kids_pets",46.56,"Senior tax professional/tax inspector","Etlan","VA",395,"1982-01-07",0
"2019-08-22 14:14:37","kids_pets",4.28,"Chartered public finance accountant","Moorhead","MS",2870,"1999-03-05",0
"2020-03-28 10:15:50","grocery_net",50.39,"Hydrographic surveyor","Sauk Rapids","MN",16163,"1987-02-22",0
"2019-11-10 23:20:56","entertainment",209.87,"Firefighter","Indianapolis","IN",910148,"1975-11-30",0
"2019-01-09 16:28:55","travel",5.4,"Energy manager","Clarks Mills","PA",606,"1997-09-22",0
"2019-01-29 20:32:43","shopping_pos",15.27,"Chief Strategy Officer","Creedmoor","NC",12335,"1987-09-19",0
"2019-04-13 17:45:33","shopping_net",595.96,"Airline pilot","Napa","CA",94014,"1985-08-21",0
"2020-02-25 15:17:19","food_dining",42.99,"Market researcher","Methuen","MA",47249,"1980-11-22",0
"2020-06-07 20:26:56","food_dining",217.03,"Producer, radio","Warren","MI",134056,"1956-10-08",0
"2019-05-25 09:41:29","gas_transport",59.55,"Insurance underwriter","Scotland","MD",313,"1976-03-26",0
"2019-11-25 06:11:51","misc_net",4.39,"Armed forces training and education officer","Republic","MI",1038,"1964-04-22",0
"2019-11-12 01:56:22","gas_transport",68.61,"Administrator, arts","West Palm Beach","FL",459921,"1969-09-08",0
"2019-12-09 00:21:40","food_dining",110.39,"Investment banker, corporate","Miamisburg","OH",36784,"1941-07-31",0
"2019-02-15 10:49:14","entertainment",9.49,"Artist","Stoneham","MA",21437,"1964-06-25",0
"2019-11-29 03:21:47","grocery_pos",92.53,"Press sub","Thrall","TX",1766,"1976-01-02",0
"2019-01-14 10:26:57","shopping_net",6.01,"Further education lecturer","Turner","MT",192,"1964-01-04",0
"2019-07-06 16:18:53","travel",446.73,"Glass blower/designer","Oak Hill","NY",277,"1971-12-12",0
"2019-07-21 20:38:13","shopping_net",102.75,"Careers information officer","Thida","AR",111,"2000-06-13",0
"2020-06-12 15:31:48","entertainment",54.45,"Intelligence analyst","Meridian","ID",84106,"1971-02-11",0
"2019-04-10 10:44:53","shopping_pos",3.04,"Call centre manager","Akron","OH",272134,"1964-03-15",0
"2019-07-20 17:29:03","misc_net",149.46,"Facilities manager","Fulton","OH",267,"2005-01-29",0
"2020-02-23 02:25:10","grocery_pos",114.45,"Chief Financial Officer","Elk Rapids","MI",2223,"1986-01-18",0
"2019-09-09 09:02:26","grocery_pos",46.26,"Site engineer","Sachse","TX",20328,"1985-06-20",0
"2019-07-07 16:15:02","personal_care",29.2,"Private music teacher","Kirby","OH",118,"1957-11-12",0
"2019-12-01 12:21:24","kids_pets",32.67,"Animal technologist","Arcadia","SC",530,"1989-05-14",0
"2020-04-11 19:05:07","shopping_net",8.39,"Energy engineer","Drakes Branch","VA",1970,"1985-09-02",0
"2020-03-15 21:53:13","food_dining",139.23,"Fisheries officer","Saint Paul","MN",753116,"1971-08-06",0
"2020-06-16 21:23:05","health_fitness",83.9,"Audiological scientist","Mc Nabb","IL",532,"1956-01-09",0
"2019-08-12 14:12:07","home",7.52,"Engineer, drilling","Belgrade","MT",18182,"1975-06-29",0
"2019-04-27 03:13:35","gas_transport",59.04,"Public affairs consultant","Manor","PA",1472,"1941-03-07",0
"2019-02-04 16:55:31","kids_pets",89.85,"Investment banker, corporate","Unionville","MO",3805,"1950-09-15",0
"2019-01-18 01:28:53","misc_pos",27.53,"Research scientist (physical sciences)","Lonetree","WY",49,"1981-07-05",0
"2019-05-26 06:08:56","shopping_net",34.97,"Public relations account executive","Meredith","CO",61,"1939-11-04",0
"2019-07-28 18:14:18","home",93.42,"Professor Emeritus","Rosewood","OH",133,"1954-01-29",0
"2019-07-29 13:03:19","personal_care",22.84,"Charity fundraiser","Grantham","NH",2971,"1948-04-11",0
"2020-03-10 07:36:30","grocery_pos",149.71,"Naval architect","Kings Bay","GA",1293,"1963-09-11",0
"2020-01-13 02:12:48","grocery_pos",95.52,"Licensed conveyancer","Richland","NJ",825,"1991-07-06",0
"2019-06-04 20:53:04","personal_care",20.83,"Engineer, biomedical","Bolton","NC",2290,"1945-12-07",0
"2019-05-12 00:51:08","gas_transport",81.98,"Arboriculturist","Gibsonville","NC",12486,"1934-02-09",0
"2019-06-10 05:05:19","grocery_pos",95.19,"Oceanographer","Oaks","PA",737,"1987-04-24",0
"2020-02-03 20:40:13","home",1.81,"Pensions consultant","Westport","KY",564,"1996-04-10",0
"2019-12-03 00:51:54","shopping_pos",19.97,"Scientist, research (medical)","Belmont","NH",7430,"1955-01-13",0
"2019-01-15 01:05:38","gas_transport",112.31,"Clinical cytogeneticist","Topeka","KS",163415,"1975-06-25",0
"2019-03-22 20:10:20","home",68.36,"Administrator, local government","Alva","WY",110,"1973-05-16",0
"2019-10-11 13:17:19","home",4.84,"Psychologist, clinical","Dieterich","IL",2092,"1962-04-30",0
"2019-04-14 22:08:01","food_dining",56.5,"Trading standards officer","Beasley","TX",2457,"1981-03-04",0
"2019-04-24 21:17:12","food_dining",86.06,"IT trainer","Roma","TX",18128,"1990-11-07",0
"2020-04-14 03:58:16","gas_transport",69.94,"Scientist, research (maths)","Allentown","PA",166081,"1998-10-01",0
"2020-03-07 02:09:29","misc_pos",7.27,"Trade mark attorney","Manistique","MI",6469,"1979-04-12",0
"2020-06-01 05:50:04","shopping_pos",4.81,"Occupational psychologist","Tomales","CA",337,"1954-07-05",0
"2020-02-04 11:49:00","shopping_pos",5.86,"Energy engineer","Corriganville","MD",626,"1960-12-13",0
"2020-04-22 04:46:07","gas_transport",39.84,"Naval architect","High Rolls Mountain Park","NM",899,"1967-08-30",0
"2020-05-26 13:05:16","kids_pets",87.01,"Chief Strategy Officer","Creedmoor","NC",12335,"1987-09-19",0
"2020-05-25 21:55:56","food_dining",2.15,"Colour technologist","Camden","TX",99,"1965-11-21",0
"2020-05-03 23:38:31","shopping_net",12.11,"Farm manager","Amanda","OH",4512,"1992-10-03",0
"2019-02-20 07:42:30","misc_net",14,"Chief Executive Officer","De Soto","KS",5760,"1978-10-01",0
"2020-03-08 22:12:56","health_fitness",3.65,"Engineer, communications","Ballwin","MO",92608,"2001-07-26",0
"2019-04-23 02:34:47","misc_pos",97.38,"Mechanical engineer","Columbia","SC",333497,"1968-03-19",0
"2019-06-29 23:15:13","misc_net",5.05,"Education officer, museum","Spring","TX",316665,"1990-09-12",0
"2019-01-25 00:03:09","grocery_net",50.29,"Early years teacher","Helm","CA",123,"1973-02-07",0
"2019-01-27 23:04:19","entertainment",14.09,"Firefighter","Norwalk","CA",105549,"1973-09-22",0
"2019-12-15 04:48:38","grocery_net",24.07,"Camera operator","Birmingham","IA",888,"1988-03-25",0
"2019-10-28 12:49:49","personal_care",150.51,"Chartered public finance accountant","San Diego","CA",1241364,"1959-08-05",0
"2019-03-26 12:48:24","personal_care",57.06,"Lexicographer","Marathon","TX",498,"1990-11-23",0
"2019-09-15 22:30:15","home",27.1,"Therapist, art","Moriarty","NM",7268,"1988-08-04",0
"2019-05-09 07:22:15","gas_transport",48.29,"Engineer, petroleum","Scotts Mills","OR",1252,"1937-02-06",0
"2019-12-29 03:07:26","shopping_pos",33.71,"Geologist, engineering","Parks","AZ",759,"1957-03-28",0
"2019-09-07 03:51:00","gas_transport",53.34,"Teacher, special educational needs","Tulsa","OK",413574,"1971-09-01",0
"2020-03-09 12:57:46","home",156.41,"Therapist, music","Newton","NH",4603,"1952-12-07",0
"2019-06-23 21:27:16","travel",440.92,"Horticultural therapist","Orr","MN",1680,"1976-12-10",0
"2019-02-24 19:30:08","travel",4.1,"Control and instrumentation engineer","Mooresville","NC",69793,"1953-12-08",0
"2019-05-25 20:09:14","shopping_pos",142.28,"Careers information officer","Thida","AR",111,"2000-06-13",0
"2019-04-04 19:08:16","entertainment",4.26,"Doctor, hospital","Warren","MI",134056,"1980-05-18",0
"2019-08-21 23:20:42","kids_pets",46.79,"Energy engineer","Drakes Branch","VA",1970,"1985-09-02",0
"2019-01-23 14:33:48","shopping_net",972.24,"Operations geologist","Kensington","MD",19054,"1976-09-08",0
"2019-07-26 01:35:57","gas_transport",90.85,"Programmer, multimedia","Oriskany Falls","NY",1970,"1949-06-09",0
"2019-10-23 17:23:22","health_fitness",80.71,"Product manager","Atglen","PA",3066,"1928-07-15",0
"2019-08-17 14:35:18","shopping_net",63.95,"Land","San Antonio","TX",1595797,"1995-10-17",0
"2019-03-05 16:51:51","kids_pets",30.42,"Trade mark attorney","Wilmette","IL",27020,"1986-07-23",0
"2019-12-30 06:21:45","entertainment",123.85,"Audiological scientist","New York City","NY",1577385,"1957-12-29",0
"2019-11-15 16:27:08","health_fitness",216.99,"Journalist, newspaper","Murfreesboro","TN",158701,"1978-03-06",0
"2019-05-05 01:41:58","shopping_net",7.58,"Secondary school teacher","Paulding","OH",6284,"1936-03-27",0
"2020-05-24 16:50:46","health_fitness",68.12,"Social researcher","Brunson","SC",1725,"1974-12-05",0
"2019-07-29 17:12:53","food_dining",113.52,"Press photographer","Hancock","MD",3766,"1984-02-14",0
"2019-08-18 16:35:08","misc_pos",362.21,"Ceramics designer","Ranier","MN",136,"2000-02-20",0
"2019-04-22 06:34:29","misc_net",5.33,"Surgeon","Elizabethtown","KY",48194,"1990-05-03",0
"2020-06-18 11:00:08","shopping_net",95.82,"Freight forwarder","Fort Washakie","WY",1645,"1976-02-26",0
"2019-02-15 12:17:59","misc_pos",5.06,"Senior tax professional/tax inspector","Ogdensburg","NJ",2456,"1994-03-13",0
"2019-07-04 18:37:08","kids_pets",47.14,"Secretary/administrator","Shippingport","PA",198,"1978-10-26",0
"2020-06-06 05:53:59","gas_transport",36.33,"Investment analyst","Redford","MO",241,"1974-10-27",0
"2020-01-13 19:21:29","food_dining",1.68,"Risk analyst","Bagley","WI",878,"1974-11-20",0
"2019-12-05 00:27:10","misc_net",1.16,"Chemical engineer","Phenix City","AL",59744,"1984-02-07",0
"2020-03-09 21:04:48","personal_care",44.42,"Energy engineer","Carlisle","IN",4081,"1938-03-15",0
"2020-03-12 07:09:31","shopping_net",19.4,"Production assistant, radio","Ashfield","MA",1506,"1960-04-03",0
"2019-09-07 00:44:40","gas_transport",58.32,"Press sub","Thrall","TX",1766,"1976-01-02",0
"2019-06-29 13:57:30","shopping_net",74,"Osteopath","Issaquah","WA",50489,"1984-02-29",0
"2019-04-04 09:56:41","gas_transport",44.93,"Engineer, automotive","Southfield","MI",75830,"1974-12-28",0
"2019-05-12 23:40:30","entertainment",34.74,"Communications engineer","Emmons","MN",744,"1968-01-28",0
"2019-04-24 16:43:05","home",39.2,"Pension scheme manager","Grassflat","PA",489,"1956-09-15",0
"2019-03-30 21:53:35","personal_care",19.16,"Water engineer","Littleton","CO",320420,"1975-07-31",0
"2019-08-06 02:52:27","gas_transport",85.35,"Engineering geologist","Louisville","KY",736284,"1952-04-02",0
"2020-02-17 20:38:25","personal_care",73.74,"Chief Financial Officer","Elk Rapids","MI",2223,"1986-01-18",0
"2019-08-05 03:57:46","gas_transport",69.63,"Special educational needs teacher","Orient","WA",149,"1978-06-21",0
"2019-01-13 13:10:16","personal_care",8.1,"Scientist, research (medical)","Belmont","NH",7430,"1955-01-13",0
"2019-05-02 07:22:21","grocery_net",71.41,"Sub","Hurricane","WV",21902,"1980-09-18",0
"2019-08-29 11:07:53","grocery_pos",97.72,"Environmental health practitioner","Margaretville","NY",1988,"1978-05-23",0
"2019-06-18 14:24:46","health_fitness",22.79,"Pathologist","Clarksville","TN",151785,"1974-03-28",0
"2020-02-13 08:33:52","gas_transport",71.9,"Copywriter, advertising","Lima","OH",86954,"1992-07-23",0
"2019-06-30 20:42:03","entertainment",41.57,"Building surveyor","Rock Tavern","NY",2258,"1937-03-17",0
"2019-03-11 02:03:40","grocery_pos",144.65,"Counselling psychologist","Barnstable","MA",1850,"1963-12-29",0
"2019-06-12 19:01:25","home",44.09,"Analytical chemist","Minneapolis","MN",1022298,"1967-10-28",0
"2020-02-01 23:13:04","entertainment",9.67,"Travel agency manager","Hudson","NY",17867,"1998-07-29",0
"2020-04-07 06:11:59","gas_transport",71.49,"Health physicist","Newhall","CA",34882,"1971-04-25",0
"2019-10-04 09:39:02","gas_transport",66.06,"Teacher, special educational needs","Tulsa","OK",413574,"1971-09-01",0
"2019-12-08 14:26:28","travel",4.02,"Materials engineer","Johns Island","SC",20478,"1997-06-04",0
"2020-01-25 04:39:21","grocery_pos",124.35,"Education officer, museum","Freedom","WY",471,"1967-08-02",0
"2019-03-05 00:03:11","grocery_pos",72.33,"Animal technologist","Arcadia","SC",530,"1989-05-14",0
"2020-01-06 05:12:42","misc_pos",88.19,"Electrical engineer","De Witt","AR",5161,"1993-04-08",0
"2019-12-14 23:54:05","kids_pets",37.75,"Agricultural consultant","Oxford","MI",24840,"1960-01-20",0
"2019-10-21 15:35:25","food_dining",27.95,"Video editor","Ashford","WA",759,"1956-09-14",0
"2019-05-21 02:38:45","food_dining",59.33,"Drilling engineer","San Angelo","TX",103927,"1962-06-27",0
"2020-05-22 10:47:26","gas_transport",62.18,"Programme researcher, broadcasting/film/video","Lahoma","OK",1078,"1952-07-06",0
"2019-07-05 18:16:02","food_dining",183.38,"Designer, industrial/product","Knoxville","TN",391389,"1994-04-22",0
"2020-03-09 16:43:40","personal_care",31.78,"Audiological scientist","Parsonsfield","ME",1892,"1956-03-02",0
"2020-06-04 13:05:02","kids_pets",54.2,"Petroleum engineer","Lorenzo","TX",1571,"1982-06-27",0
"2019-03-10 13:52:34","home",128.97,"Interpreter","Ruth","NV",450,"1946-08-24",0
"2019-09-21 14:18:14","entertainment",8.91,"Therapist, sports","Smiths Grove","KY",6841,"1999-06-06",0
"2019-07-04 09:24:10","shopping_pos",9.03,"Product designer","Westerville","NE",73,"1935-02-10",0
"2019-06-06 14:07:15","kids_pets",41.79,"Designer, ceramics/pottery","Cord","AR",376,"1938-09-08",0
"2019-09-02 12:29:34","health_fitness",38.17,"Clothing/textile technologist","Lakeland","FL",237282,"1979-07-03",0
"2019-08-19 10:16:23","grocery_net",92.83,"Sales professional, IT","Edisto Island","SC",2408,"1997-07-05",0
"2019-12-16 12:40:11","health_fitness",91.9,"Prison officer","Alpharetta","GA",165556,"1997-12-27",0
"2019-08-09 12:25:07","entertainment",55.76,"Sub","Burbank","OK",471,"1941-03-30",0
"2020-03-24 20:59:44","home",13.32,"Farm manager","Amanda","OH",4512,"1992-10-03",0
"2019-03-16 00:51:34","grocery_pos",67.46,"Ceramics designer","Gadsden","AL",67082,"1970-01-08",0
"2020-01-11 04:48:39","shopping_net",2.46,"Analytical chemist","Minneapolis","MN",1022298,"1967-10-28",0
"2019-05-27 02:07:43","misc_net",8.54,"Designer, interior/spatial","Dallas","TX",1263321,"1952-09-27",0
"2020-03-01 12:32:38","home",75.01,"Occupational hygienist","Cazenovia","WI",1360,"1984-11-06",0
"2020-01-27 17:33:29","health_fitness",37.76,"Herbalist","Denham Springs","LA",71335,"1994-05-31",0
"2019-01-11 20:17:34","food_dining",23.97,"Web designer","Smith River","CA",1930,"1983-06-13",0
"2019-07-06 16:52:56","entertainment",16.42,"Applications developer","North Prairie","WI",2328,"1942-01-06",0
"2020-03-19 15:52:49","health_fitness",9.96,"Civil Service fast streamer","Dalton","WI",1628,"1967-09-30",0
"2019-12-15 02:37:32","grocery_net",33.6,"Scientist, research (maths)","Fayetteville","NC",238602,"1993-05-14",0
"2019-04-05 18:59:08","shopping_net",853.92,"Phytotherapist","Meridian","TX",2526,"1970-11-12",0
"2019-09-04 21:50:12","shopping_net",3.04,"Neurosurgeon","Hurley","SD",811,"1972-03-28",0
"2019-08-26 11:22:11","shopping_pos",9.6,"Architect","Mound City","MO",1631,"1953-01-20",0
"2019-10-04 17:51:42","kids_pets",34.88,"Administrator, charities/voluntary organisations","Allenhurst","NJ",1533,"1935-04-15",0
"2019-02-10 05:54:59","grocery_net",63.75,"Prison officer","Washington","DC",601723,"1986-03-14",0
"2019-05-01 13:16:20","food_dining",2.22,"Magazine features editor","Scotia","SC",302,"1973-05-04",0
"2019-08-14 09:10:29","gas_transport",49.07,"Chief Executive Officer","Center Point","WV",255,"1971-12-10",0
"2019-08-23 09:35:57","grocery_pos",151.66,"Programmer, multimedia","Oriskany Falls","NY",1970,"1949-06-09",0
"2019-10-20 00:28:04","grocery_pos",71.73,"Scientist, physiological","Eugene","OR",191096,"1964-04-06",0
"2020-03-12 14:25:15","food_dining",8.03,"Police officer","Romulus","MI",31515,"1971-11-05",0
"2020-02-20 12:32:04","travel",4.81,"Surveyor, land/geomatics","Mobile","AL",270712,"1972-01-05",0
"2019-04-30 05:26:45","shopping_net",4.92,"Buyer, industrial","Dexter","KS",602,"1958-10-26",0
"2019-01-19 04:05:25","gas_transport",83.54,"Cytogeneticist","Farmington","NY",10717,"1952-10-13",0
"2019-12-14 14:39:36","kids_pets",183.29,"Production engineer","Springfield","VA",104396,"1950-11-20",0
"2019-03-21 07:46:05","grocery_pos",94.53,"Engineer, automotive","Southfield","MI",75830,"1974-12-28",0
"2019-05-29 22:14:48","misc_net",139.05,"Energy manager","Clarks Mills","PA",606,"1997-09-22",0
"2019-02-23 00:23:48","gas_transport",67.75,"Podiatrist","Lahoma","OK",1078,"1989-10-06",0
"2020-03-06 19:02:18","home",17.39,"Trade mark attorney","Manistique","MI",6469,"1979-04-12",0
"2019-06-06 17:40:10","home",39.26,"Designer, television/film set","Maria Stein","OH",2274,"1943-12-17",0
"2019-12-04 12:39:13","personal_care",77.29,"Electrical engineer","Pointe Aux Pins","MI",95,"1994-02-09",0
"2020-02-21 01:32:06","grocery_net",79.43,"Accounting technician","Hampton","VA",136895,"1939-09-19",0
"2019-08-21 09:15:14","gas_transport",96.12,"Audiological scientist","Mc Nabb","IL",532,"1956-01-09",0
"2019-10-03 07:55:59","misc_net",6.66,"Engineer, production","Ratcliff","TX",43,"1949-10-04",0
"2019-05-23 04:57:48","gas_transport",86.14,"Investment analyst","Redford","MO",241,"1974-10-27",0
"2020-01-02 23:14:24","health_fitness",85.48,"Designer, industrial/product","Knoxville","TN",391389,"1994-04-22",0
"2019-11-22 11:41:31","grocery_pos",93.58,"Exhibitions officer, museum/gallery","Elberta","MI",372,"1995-07-12",0
"2019-08-22 07:20:52","gas_transport",44.13,"Music tutor","Minnesota Lake","MN",1087,"1963-07-14",0
"2019-12-09 23:15:53","travel",8.81,"Cartographer","Mesa","ID",129,"1965-12-15",0
"2019-03-12 20:08:30","misc_pos",29.74,"Energy manager","Clarks Mills","PA",606,"1997-09-22",0
"2019-11-09 02:16:40","grocery_pos",60,"Programme researcher, broadcasting/film/video","Naples","FL",276002,"1979-01-02",0
"2020-03-01 15:42:30","entertainment",19.1,"Call centre manager","Greenview","CA",308,"1958-09-20",0
"2019-06-08 23:47:02","food_dining",2.8,"Podiatrist","Cecilton","MD",663,"1969-01-14",0
"2019-06-10 22:14:10","kids_pets",50.46,"Marketing executive","Parker Dam","CA",126,"1992-10-07",0
"2020-05-26 02:51:01","grocery_pos",118.1,"Conservator, furniture","Linthicum Heights","MD",9784,"1924-10-30",0
"2019-08-15 05:56:33","shopping_net",8.34,"Call centre manager","Bailey","NC",6629,"1962-08-13",0
"2020-03-14 23:14:53","food_dining",3.1,"Psychologist, sport and exercise","Boonton","NJ",15269,"1993-07-05",0
"2019-12-07 00:59:40","grocery_pos",132.83,"Agricultural consultant","Oxford","MI",24840,"1960-01-20",0
"2019-05-11 04:23:45","shopping_pos",1.55,"Optometrist","Whittemore","IA",912,"1968-05-16",0
"2019-10-07 09:07:32","gas_transport",61.43,"Insurance broker","Woods Cross","UT",13983,"1979-08-14",0
"2020-06-16 01:52:16","shopping_net",3.1,"Chartered public finance accountant","Union","WV",2443,"1941-10-16",0
"2019-05-25 14:03:02","health_fitness",2.99,"Pension scheme manager","Grassflat","PA",489,"1956-09-15",0
"2020-02-09 07:21:41","grocery_pos",77.34,"Engineer, mining","Basye","VA",863,"1972-08-09",0
"2019-02-21 13:38:21","health_fitness",88.09,"Magazine features editor","Norman","AR",1383,"1966-08-08",0
"2020-03-01 14:45:01","home",122.02,"Quantity surveyor","Seneca","WI",153,"1962-02-14",0
"2020-06-07 01:01:00","gas_transport",69.19,"Volunteer coordinator","Manderson","SD",1126,"1980-08-18",0
"2019-07-15 21:59:57","personal_care",68.56,"Chemical engineer","West Columbia","SC",52126,"1929-08-23",0
"2020-05-19 07:51:56","gas_transport",84.4,"Event organiser","Harborcreek","PA",2518,"1946-02-02",0
"2019-11-13 18:27:26","food_dining",91.3,"Science writer","Bay Minette","AL",19090,"1929-05-30",0
"2020-05-18 14:37:46","misc_pos",3.05,"Advertising account planner","Winthrop","ME",6025,"1995-04-22",0
"2019-08-14 07:34:40","shopping_net",4.91,"Jewellery designer","Hartford","AL",5732,"1945-12-07",0
"2019-05-30 10:24:16","gas_transport",51.22,"Building services engineer","Henderson","WV",642,"1946-08-30",0
"2019-06-06 16:11:14","home",9.46,"Product designer","Westerville","NE",73,"1935-02-10",0
"2020-03-13 14:57:41","home",38.48,"Firefighter","Indianapolis","IN",910148,"1975-11-30",0
"2020-05-11 15:16:07","kids_pets",23.62,"Occupational psychologist","Tomales","CA",337,"1954-07-05",0
"2019-12-08 20:02:59","kids_pets",22.23,"Tree surgeon","Uledi","PA",328,"1983-07-25",0
"2019-04-29 05:27:57","misc_net",90.63,"Building surveyor","Rock Tavern","NY",2258,"1937-03-17",0
"2020-04-01 19:22:02","home",72.46,"Commissioning editor","Cadiz","KY",13422,"1961-09-03",0
"2019-08-11 16:38:45","shopping_pos",5.59,"Multimedia programmer","Kilgore","TX",24536,"1983-10-14",0
"2019-09-12 03:14:45","gas_transport",61.64,"Claims inspector/assessor","Hinesburg","VT",4542,"1998-03-19",0
"2019-05-16 13:44:37","food_dining",149.65,"Research scientist (physical sciences)","Bradley","SC",1523,"1984-06-03",0
"2019-04-08 20:02:24","shopping_net",1.42,"Town planner","Key West","FL",32891,"1987-02-13",0
"2019-07-25 12:06:40","home",22.35,"Professor Emeritus","Rosewood","OH",133,"1954-01-29",0
"2019-11-11 11:43:03","misc_net",10.69,"Senior tax professional/tax inspector","Ogdensburg","NJ",2456,"1994-03-13",0
"2019-03-24 13:38:32","personal_care",16.49,"Transport planner","Dublin","PA",2158,"1961-06-19",0
"2020-05-08 15:54:42","health_fitness",73.15,"Chief of Staff","Alder","MT",286,"1989-03-09",0
"2019-09-05 21:36:40","home",75.37,"Race relations officer","Clune","PA",168,"1978-10-04",0
"2020-05-03 14:27:14","home",69.19,"Town planner","Key West","FL",32891,"1987-02-13",0
"2019-07-11 06:25:08","grocery_net",11.41,"Public relations account executive","Spring Church","PA",972,"1997-10-23",0
"2020-01-27 22:44:28","misc_pos",7.55,"Barrister","Thomas","OK",1675,"1986-05-01",0
"2019-04-07 17:47:20","personal_care",22.53,"Higher education careers adviser","Cape Coral","FL",156391,"1968-02-09",0
"2019-11-13 18:30:03","personal_care",18.47,"Horticulturist, commercial","Baroda","MI",3104,"1981-03-29",0
"2019-03-16 09:56:17","shopping_pos",57.47,"Pilot, airline","Naples","FL",276002,"1934-06-23",0
"2019-10-14 12:10:07","food_dining",19.9,"Public relations account executive","Meredith","CO",61,"1939-11-04",0
"2019-11-27 01:54:10","grocery_pos",100.38,"Geologist, engineering","Atlantic","VA",741,"1986-08-17",0
"2020-01-25 05:03:21","shopping_pos",396.52,"Social researcher","Harrodsburg","IN",76,"1955-05-06",0
"2019-07-21 00:51:39","grocery_pos",183.68,"Museum/gallery exhibitions officer","Colorado Springs","CO",525713,"1992-05-09",0
"2019-02-09 11:05:14","grocery_pos",180.38,"Designer, ceramics/pottery","Dallas","TX",1263321,"1975-04-16",0
"2020-03-30 17:06:03","food_dining",47.66,"Podiatrist","Beaver Falls","PA",28425,"2000-06-09",0
"2020-06-05 19:32:16","personal_care",14.67,"Barrister","Cascade Locks","OR",1288,"1936-05-01",0
